#CHROM	POS	ERR4145453.preprocessed.bam
MN908947.3	426	54
MN908947.3	427	54
MN908947.3	428	54
MN908947.3	429	54
MN908947.3	430	54
MN908947.3	431	54
MN908947.3	432	55
MN908947.3	433	54
MN908947.3	434	55
MN908947.3	435	53
MN908947.3	436	53
MN908947.3	437	53
MN908947.3	438	53
MN908947.3	439	53
MN908947.3	440	52
MN908947.3	441	53
MN908947.3	442	55
MN908947.3	443	55
MN908947.3	444	55
MN908947.3	445	55
MN908947.3	446	56
MN908947.3	447	56
MN908947.3	448	57
MN908947.3	449	57
MN908947.3	450	56
MN908947.3	451	56
MN908947.3	452	55
MN908947.3	453	57
MN908947.3	454	57
MN908947.3	455	58
MN908947.3	456	58
MN908947.3	457	58
MN908947.3	458	58
MN908947.3	459	58
MN908947.3	460	58
MN908947.3	461	57
MN908947.3	462	55
MN908947.3	463	57
MN908947.3	464	58
MN908947.3	465	59
MN908947.3	466	59
MN908947.3	467	58
MN908947.3	468	58
MN908947.3	469	58
MN908947.3	470	58
MN908947.3	471	57
MN908947.3	472	56
MN908947.3	473	53
MN908947.3	474	52
MN908947.3	475	54
MN908947.3	476	55
MN908947.3	477	56
MN908947.3	478	56
MN908947.3	479	56
MN908947.3	480	56
MN908947.3	481	57
MN908947.3	482	58
MN908947.3	483	59
MN908947.3	484	57
MN908947.3	485	57
MN908947.3	486	57
MN908947.3	487	57
MN908947.3	488	57
MN908947.3	489	57
MN908947.3	490	58
MN908947.3	491	58
MN908947.3	492	57
MN908947.3	493	57
MN908947.3	494	57
MN908947.3	495	58
MN908947.3	496	59
MN908947.3	497	59
MN908947.3	498	59
MN908947.3	499	57
MN908947.3	500	58
MN908947.3	501	57
MN908947.3	502	57
MN908947.3	503	57
MN908947.3	504	57
MN908947.3	505	56
MN908947.3	506	56
MN908947.3	507	56
MN908947.3	508	55
MN908947.3	509	55
MN908947.3	510	55
MN908947.3	511	55
MN908947.3	512	56
MN908947.3	513	56
MN908947.3	514	58
MN908947.3	515	58
MN908947.3	516	58
MN908947.3	517	57
MN908947.3	518	56
MN908947.3	519	55
MN908947.3	520	55
MN908947.3	521	56
MN908947.3	522	57
MN908947.3	523	56
MN908947.3	524	56
MN908947.3	525	55
MN908947.3	526	56
MN908947.3	527	54
MN908947.3	528	53
MN908947.3	529	54
MN908947.3	530	54
MN908947.3	531	54
MN908947.3	532	57
MN908947.3	533	56
MN908947.3	534	56
MN908947.3	535	56
MN908947.3	536	56
MN908947.3	537	57
MN908947.3	538	59
MN908947.3	539	58
MN908947.3	540	58
MN908947.3	541	58
MN908947.3	542	59
MN908947.3	543	58
MN908947.3	544	58
MN908947.3	545	59
MN908947.3	546	59
MN908947.3	547	59
MN908947.3	548	59
MN908947.3	549	58
MN908947.3	550	58
MN908947.3	551	57
MN908947.3	552	57
MN908947.3	553	58
MN908947.3	554	59
MN908947.3	555	59
MN908947.3	556	60
MN908947.3	557	60
MN908947.3	558	59
MN908947.3	559	59
MN908947.3	560	59
MN908947.3	561	62
MN908947.3	562	61
MN908947.3	563	61
MN908947.3	564	63
MN908947.3	565	62
MN908947.3	566	62
MN908947.3	567	62
MN908947.3	568	62
MN908947.3	569	65
MN908947.3	570	65
MN908947.3	571	65
MN908947.3	572	66
MN908947.3	573	66
MN908947.3	574	66
MN908947.3	575	67
MN908947.3	576	67
MN908947.3	577	67
MN908947.3	578	67
MN908947.3	579	68
MN908947.3	580	68
MN908947.3	581	69
MN908947.3	582	69
MN908947.3	583	71
MN908947.3	584	71
MN908947.3	585	70
MN908947.3	586	70
MN908947.3	587	71
MN908947.3	588	71
MN908947.3	589	71
MN908947.3	590	71
MN908947.3	591	70
MN908947.3	592	69
MN908947.3	593	69
MN908947.3	594	69
MN908947.3	595	71
MN908947.3	596	73
MN908947.3	597	73
MN908947.3	598	75
MN908947.3	599	75
MN908947.3	600	78
MN908947.3	601	82
MN908947.3	602	85
MN908947.3	603	91
MN908947.3	604	92
MN908947.3	605	92
MN908947.3	606	94
MN908947.3	607	98
MN908947.3	608	100
MN908947.3	609	99
MN908947.3	610	99
MN908947.3	611	100
MN908947.3	612	100
MN908947.3	613	100
MN908947.3	614	102
MN908947.3	615	103
MN908947.3	616	103
MN908947.3	617	103
MN908947.3	618	105
MN908947.3	619	106
MN908947.3	620	107
MN908947.3	621	108
MN908947.3	622	108
MN908947.3	623	108
MN908947.3	624	109
MN908947.3	625	109
MN908947.3	626	112
MN908947.3	627	106
MN908947.3	628	105
MN908947.3	629	105
MN908947.3	630	106
MN908947.3	631	106
MN908947.3	632	106
MN908947.3	633	107
MN908947.3	634	108
MN908947.3	635	105
MN908947.3	636	105
MN908947.3	637	106
MN908947.3	638	106
MN908947.3	639	106
MN908947.3	640	106
MN908947.3	641	107
MN908947.3	642	108
MN908947.3	643	109
MN908947.3	644	110
MN908947.3	645	111
MN908947.3	646	113
MN908947.3	647	114
MN908947.3	648	115
MN908947.3	649	116
MN908947.3	650	116
MN908947.3	651	117
MN908947.3	652	117
MN908947.3	653	117
MN908947.3	654	115
MN908947.3	655	115
MN908947.3	656	115
MN908947.3	657	116
MN908947.3	658	119
MN908947.3	659	121
MN908947.3	660	122
MN908947.3	661	122
MN908947.3	662	124
MN908947.3	663	123
MN908947.3	664	124
MN908947.3	665	125
MN908947.3	666	131
MN908947.3	667	133
MN908947.3	668	133
MN908947.3	669	135
MN908947.3	670	137
MN908947.3	671	137
MN908947.3	672	136
MN908947.3	673	136
MN908947.3	674	137
MN908947.3	675	138
MN908947.3	676	135
MN908947.3	677	134
MN908947.3	678	132
MN908947.3	679	132
MN908947.3	680	133
MN908947.3	681	134
MN908947.3	682	134
MN908947.3	683	135
MN908947.3	684	135
MN908947.3	685	137
MN908947.3	686	136
MN908947.3	687	136
MN908947.3	688	137
MN908947.3	689	137
MN908947.3	690	138
MN908947.3	691	138
MN908947.3	692	140
MN908947.3	693	140
MN908947.3	694	140
MN908947.3	695	141
MN908947.3	696	141
MN908947.3	697	140
MN908947.3	698	140
MN908947.3	699	141
MN908947.3	700	141
MN908947.3	701	143
MN908947.3	702	146
MN908947.3	703	146
MN908947.3	704	145
MN908947.3	705	147
MN908947.3	706	148
MN908947.3	707	149
MN908947.3	708	149
MN908947.3	709	151
MN908947.3	710	149
MN908947.3	711	148
MN908947.3	712	149
MN908947.3	713	150
MN908947.3	714	152
MN908947.3	715	154
MN908947.3	716	155
MN908947.3	717	153
MN908947.3	718	150
MN908947.3	719	152
MN908947.3	720	153
MN908947.3	721	153
MN908947.3	722	154
MN908947.3	723	153
MN908947.3	724	152
MN908947.3	725	153
MN908947.3	726	154
MN908947.3	727	154
MN908947.3	728	154
MN908947.3	729	152
MN908947.3	730	150
MN908947.3	731	151
MN908947.3	732	151
MN908947.3	733	151
MN908947.3	734	149
MN908947.3	735	148
MN908947.3	736	149
MN908947.3	737	148
MN908947.3	738	149
MN908947.3	739	148
MN908947.3	740	148
MN908947.3	741	148
MN908947.3	742	147
MN908947.3	743	148
MN908947.3	744	149
MN908947.3	745	144
MN908947.3	746	142
MN908947.3	747	143
MN908947.3	748	144
MN908947.3	749	145
MN908947.3	750	147
MN908947.3	751	146
MN908947.3	752	146
MN908947.3	753	145
MN908947.3	754	146
MN908947.3	755	149
MN908947.3	756	149
MN908947.3	757	151
MN908947.3	758	151
MN908947.3	759	150
MN908947.3	760	152
MN908947.3	761	151
MN908947.3	762	153
MN908947.3	763	153
MN908947.3	764	152
MN908947.3	765	152
MN908947.3	766	153
MN908947.3	767	156
MN908947.3	768	157
MN908947.3	769	156
MN908947.3	770	156
MN908947.3	771	156
MN908947.3	772	156
MN908947.3	773	158
MN908947.3	774	161
MN908947.3	775	161
MN908947.3	776	159
MN908947.3	777	154
MN908947.3	778	154
MN908947.3	779	155
MN908947.3	780	156
MN908947.3	781	155
MN908947.3	782	157
MN908947.3	783	156
MN908947.3	784	157
MN908947.3	785	159
MN908947.3	786	165
MN908947.3	787	166
MN908947.3	788	164
MN908947.3	789	164
MN908947.3	790	163
MN908947.3	791	162
MN908947.3	792	162
MN908947.3	793	163
MN908947.3	794	161
MN908947.3	795	161
MN908947.3	796	163
MN908947.3	797	159
MN908947.3	798	160
MN908947.3	799	160
MN908947.3	800	164
MN908947.3	801	167
MN908947.3	802	165
MN908947.3	803	170
MN908947.3	804	170
MN908947.3	805	173
MN908947.3	806	174
MN908947.3	807	173
MN908947.3	808	174
MN908947.3	809	175
MN908947.3	810	175
MN908947.3	811	173
MN908947.3	812	172
MN908947.3	813	170
MN908947.3	814	166
MN908947.3	815	166
MN908947.3	816	172
MN908947.3	817	172
MN908947.3	818	172
MN908947.3	819	173
MN908947.3	820	172
MN908947.3	821	174
MN908947.3	822	175
MN908947.3	823	176
MN908947.3	824	176
MN908947.3	825	178
MN908947.3	826	177
MN908947.3	827	179
MN908947.3	828	180
MN908947.3	829	181
MN908947.3	830	180
MN908947.3	831	178
MN908947.3	832	178
MN908947.3	833	178
MN908947.3	834	178
MN908947.3	835	175
MN908947.3	836	174
MN908947.3	837	177
MN908947.3	838	177
MN908947.3	839	178
MN908947.3	840	181
MN908947.3	841	178
MN908947.3	842	177
MN908947.3	843	179
MN908947.3	844	176
MN908947.3	845	175
MN908947.3	846	176
MN908947.3	847	177
MN908947.3	848	178
MN908947.3	849	177
MN908947.3	850	178
MN908947.3	851	177
MN908947.3	852	178
MN908947.3	853	179
MN908947.3	854	180
MN908947.3	855	181
MN908947.3	856	181
MN908947.3	857	179
MN908947.3	858	178
MN908947.3	859	178
MN908947.3	860	176
MN908947.3	861	175
MN908947.3	862	179
MN908947.3	863	176
MN908947.3	864	177
MN908947.3	865	180
MN908947.3	866	178
MN908947.3	867	178
MN908947.3	868	178
MN908947.3	869	180
MN908947.3	870	180
MN908947.3	871	179
MN908947.3	872	180
MN908947.3	873	181
MN908947.3	874	181
MN908947.3	875	180
MN908947.3	876	181
MN908947.3	877	182
MN908947.3	878	183
MN908947.3	879	183
MN908947.3	880	184
MN908947.3	881	185
MN908947.3	882	186
MN908947.3	883	186
MN908947.3	884	186
MN908947.3	885	184
MN908947.3	886	185
MN908947.3	887	184
MN908947.3	888	184
MN908947.3	889	182
MN908947.3	890	183
MN908947.3	891	184
MN908947.3	892	185
MN908947.3	893	184
MN908947.3	894	185
MN908947.3	895	184
MN908947.3	896	186
MN908947.3	897	184
MN908947.3	898	184
MN908947.3	899	183
MN908947.3	900	182
MN908947.3	901	184
MN908947.3	902	184
MN908947.3	903	184
MN908947.3	904	188
MN908947.3	905	187
MN908947.3	906	189
MN908947.3	907	189
MN908947.3	908	190
MN908947.3	909	191
MN908947.3	910	191
MN908947.3	911	189
MN908947.3	912	189
MN908947.3	913	188
MN908947.3	914	188
MN908947.3	915	186
MN908947.3	916	185
MN908947.3	917	185
MN908947.3	918	184
MN908947.3	919	183
MN908947.3	920	182
MN908947.3	921	181
MN908947.3	922	182
MN908947.3	923	181
MN908947.3	924	183
MN908947.3	925	183
MN908947.3	926	182
MN908947.3	927	183
MN908947.3	928	184
MN908947.3	929	185
MN908947.3	930	185
MN908947.3	931	184
MN908947.3	932	183
MN908947.3	933	183
MN908947.3	934	183
MN908947.3	935	182
MN908947.3	936	179
MN908947.3	937	181
MN908947.3	938	180
MN908947.3	939	180
MN908947.3	940	183
MN908947.3	941	180
MN908947.3	942	185
MN908947.3	943	186
MN908947.3	944	189
MN908947.3	945	190
MN908947.3	946	188
MN908947.3	947	193
MN908947.3	948	192
MN908947.3	949	193
MN908947.3	950	193
MN908947.3	951	193
MN908947.3	952	191
MN908947.3	953	182
MN908947.3	954	179
MN908947.3	955	176
MN908947.3	956	175
MN908947.3	957	176
MN908947.3	958	175
MN908947.3	959	173
MN908947.3	960	173
MN908947.3	961	171
MN908947.3	962	173
MN908947.3	963	172
MN908947.3	964	173
MN908947.3	965	173
MN908947.3	966	171
MN908947.3	967	171
MN908947.3	968	171
MN908947.3	969	171
MN908947.3	970	172
MN908947.3	971	173
MN908947.3	972	172
MN908947.3	973	173
MN908947.3	974	172
MN908947.3	975	173
MN908947.3	976	173
MN908947.3	977	174
MN908947.3	978	173
MN908947.3	979	172
MN908947.3	980	172
MN908947.3	981	172
MN908947.3	982	171
MN908947.3	983	173
MN908947.3	984	172
MN908947.3	985	172
MN908947.3	986	171
MN908947.3	987	172
MN908947.3	988	171
MN908947.3	989	171
MN908947.3	990	171
MN908947.3	991	172
MN908947.3	992	174
MN908947.3	993	172
MN908947.3	994	170
MN908947.3	995	169
MN908947.3	996	169
MN908947.3	997	168
MN908947.3	998	167
MN908947.3	999	164
MN908947.3	1000	163
MN908947.3	1001	165
MN908947.3	1002	166
MN908947.3	1003	165
MN908947.3	1004	164
MN908947.3	1005	161
MN908947.3	1006	161
MN908947.3	1007	162
MN908947.3	1008	162
MN908947.3	1009	163
MN908947.3	1010	162
MN908947.3	1011	163
MN908947.3	1012	163
MN908947.3	1013	163
MN908947.3	1014	164
MN908947.3	1015	165
MN908947.3	1016	163
MN908947.3	1017	161
MN908947.3	1018	160
MN908947.3	1019	159
MN908947.3	1020	161
MN908947.3	1021	161
MN908947.3	1022	160
MN908947.3	1023	156
MN908947.3	1024	155
MN908947.3	1025	158
MN908947.3	1026	161
MN908947.3	1027	156
MN908947.3	1028	157
MN908947.3	1029	158
MN908947.3	1030	158
MN908947.3	1031	159
MN908947.3	1032	160
MN908947.3	1033	159
MN908947.3	1034	162
MN908947.3	1035	163
MN908947.3	1036	164
MN908947.3	1037	165
MN908947.3	1038	165
MN908947.3	1039	165
MN908947.3	1040	166
MN908947.3	1041	166
MN908947.3	1042	167
MN908947.3	1043	166
MN908947.3	1044	167
MN908947.3	1045	167
MN908947.3	1046	168
MN908947.3	1047	167
MN908947.3	1048	161
MN908947.3	1049	161
MN908947.3	1050	161
MN908947.3	1051	163
MN908947.3	1052	159
MN908947.3	1053	158
MN908947.3	1054	159
MN908947.3	1055	159
MN908947.3	1056	158
MN908947.3	1057	157
MN908947.3	1058	158
MN908947.3	1059	162
MN908947.3	1060	163
MN908947.3	1061	156
MN908947.3	1062	156
MN908947.3	1063	157
MN908947.3	1064	157
MN908947.3	1065	157
MN908947.3	1066	158
MN908947.3	1067	158
MN908947.3	1068	157
MN908947.3	1069	155
MN908947.3	1070	157
MN908947.3	1071	157
MN908947.3	1072	158
MN908947.3	1073	159
MN908947.3	1074	159
MN908947.3	1075	159
MN908947.3	1076	154
MN908947.3	1077	152
MN908947.3	1078	151
MN908947.3	1079	152
MN908947.3	1080	153
MN908947.3	1081	154
MN908947.3	1082	151
MN908947.3	1083	149
MN908947.3	1084	146
MN908947.3	1085	145
MN908947.3	1086	146
MN908947.3	1087	145
MN908947.3	1088	144
MN908947.3	1089	144
MN908947.3	1090	143
MN908947.3	1091	143
MN908947.3	1092	145
MN908947.3	1093	143
MN908947.3	1094	142
MN908947.3	1095	143
MN908947.3	1096	141
MN908947.3	1097	141
MN908947.3	1098	143
MN908947.3	1099	144
MN908947.3	1100	140
MN908947.3	1101	142
MN908947.3	1102	141
MN908947.3	1103	139
MN908947.3	1104	139
MN908947.3	1105	141
MN908947.3	1106	143
MN908947.3	1107	143
MN908947.3	1108	142
MN908947.3	1109	143
MN908947.3	1110	143
MN908947.3	1111	143
MN908947.3	1112	143
MN908947.3	1113	143
MN908947.3	1114	138
MN908947.3	1115	137
MN908947.3	1116	136
MN908947.3	1117	136
MN908947.3	1118	137
MN908947.3	1119	137
MN908947.3	1120	137
MN908947.3	1121	138
MN908947.3	1122	136
MN908947.3	1123	136
MN908947.3	1124	133
MN908947.3	1125	134
MN908947.3	1126	134
MN908947.3	1127	135
MN908947.3	1128	135
MN908947.3	1129	134
MN908947.3	1130	135
MN908947.3	1131	136
MN908947.3	1132	136
MN908947.3	1133	138
MN908947.3	1134	136
MN908947.3	1135	137
MN908947.3	1136	138
MN908947.3	1137	140
MN908947.3	1138	140
MN908947.3	1139	139
MN908947.3	1140	139
MN908947.3	1141	138
MN908947.3	1142	139
MN908947.3	1143	139
MN908947.3	1144	137
MN908947.3	1145	137
MN908947.3	1146	138
MN908947.3	1147	137
MN908947.3	1148	138
MN908947.3	1149	138
MN908947.3	1150	137
MN908947.3	1151	138
MN908947.3	1152	139
MN908947.3	1153	141
MN908947.3	1154	140
MN908947.3	1155	139
MN908947.3	1156	139
MN908947.3	1157	137
MN908947.3	1158	136
MN908947.3	1159	136
MN908947.3	1160	136
MN908947.3	1161	138
MN908947.3	1162	139
MN908947.3	1163	140
MN908947.3	1164	140
MN908947.3	1165	138
MN908947.3	1166	140
MN908947.3	1167	138
MN908947.3	1168	138
MN908947.3	1169	137
MN908947.3	1170	132
MN908947.3	1171	131
MN908947.3	1172	134
MN908947.3	1173	134
MN908947.3	1174	137
MN908947.3	1175	137
MN908947.3	1176	135
MN908947.3	1177	135
MN908947.3	1178	136
MN908947.3	1179	135
MN908947.3	1180	134
MN908947.3	1181	133
MN908947.3	1182	132
MN908947.3	1183	131
MN908947.3	1184	131
MN908947.3	1185	129
MN908947.3	1186	130
MN908947.3	1187	130
MN908947.3	1188	132
MN908947.3	1189	134
MN908947.3	1190	136
MN908947.3	1191	136
MN908947.3	1192	137
MN908947.3	1193	137
MN908947.3	1194	138
MN908947.3	1195	138
MN908947.3	1196	138
MN908947.3	1197	137
MN908947.3	1198	138
MN908947.3	1199	137
MN908947.3	1200	137
MN908947.3	1201	136
MN908947.3	1202	136
MN908947.3	1203	138
MN908947.3	1204	138
MN908947.3	1205	140
MN908947.3	1206	141
MN908947.3	1207	142
MN908947.3	1208	143
MN908947.3	1209	144
MN908947.3	1210	142
MN908947.3	1211	141
MN908947.3	1212	141
MN908947.3	1213	141
MN908947.3	1214	140
MN908947.3	1215	140
MN908947.3	1216	139
MN908947.3	1217	138
MN908947.3	1218	138
MN908947.3	1219	139
MN908947.3	1220	140
MN908947.3	1221	141
MN908947.3	1222	140
MN908947.3	1223	139
MN908947.3	1224	138
MN908947.3	1225	140
MN908947.3	1226	141
MN908947.3	1227	141
MN908947.3	1228	140
MN908947.3	1229	140
MN908947.3	1230	139
MN908947.3	1231	138
MN908947.3	1232	136
MN908947.3	1233	137
MN908947.3	1234	135
MN908947.3	1235	136
MN908947.3	1236	134
MN908947.3	1237	135
MN908947.3	1238	136
MN908947.3	1239	135
MN908947.3	1240	135
MN908947.3	1241	134
MN908947.3	1242	134
MN908947.3	1243	135
MN908947.3	1244	136
MN908947.3	1245	138
MN908947.3	1246	137
MN908947.3	1247	137
MN908947.3	1248	139
MN908947.3	1249	137
MN908947.3	1250	137
MN908947.3	1251	137
MN908947.3	1252	137
MN908947.3	1253	136
MN908947.3	1254	137
MN908947.3	1255	137
MN908947.3	1256	137
MN908947.3	1257	136
MN908947.3	1258	136
MN908947.3	1259	135
MN908947.3	1260	135
MN908947.3	1261	134
MN908947.3	1262	137
MN908947.3	1263	138
MN908947.3	1264	138
MN908947.3	1265	138
MN908947.3	1266	140
MN908947.3	1267	142
MN908947.3	1268	139
MN908947.3	1269	140
MN908947.3	1270	140
MN908947.3	1271	139
MN908947.3	1272	140
MN908947.3	1273	140
MN908947.3	1274	141
MN908947.3	1275	142
MN908947.3	1276	141
MN908947.3	1277	142
MN908947.3	1278	140
MN908947.3	1279	142
MN908947.3	1280	141
MN908947.3	1281	142
MN908947.3	1282	140
